County,State,2014 Population,2010 Population,Population Percent Change,Percent Under 5 Years,Percent Under 18 Years,Percent 65 and Older,Percent Female,Percent White,Percent Black or African American,Percent American Indian and Alaska Native,Percent Asian,Percent Native Hawaiian and Other Pacific Islander,Percent Two or More Races,Percent Hispanic or Latino,"Percent White, not Hispanic or Latino",Veterans,Percent Foreign Born,Percent High School or Higher,Percent Bachelor's Degree or Higher,Housing Units,Percent Housing Units in Multi-Unit Structures,Homeownership Rate,Median Value of Owner-Occupied Units,Building Permits,Households,Persons per Household,Percent Living in Same House +1 Years,Percent Language Other than English at Home,Mean Travel Time to Work,Median Household Income,Per Capita Income,Percent Below Poverty Level,Accommodation and Food Services Sales,Manufacturers Shipments,Merchant Wholesaler Sales,Retail Sales,Retail Sales per Capita,Population per Square Mile,Land Area
Lawrence County,IN,45704,46134,-0.9,5.6,22.3,18.2,50.5,97.3,0.5,0.4,0.6,0,1.1,1.6,95.9,4192,1.4,84.1,13.7,20923,9.2,78.3,98200,42,18592,2.44,89.6,2.7,26,42627,22169,15.2,429,7164,0,4816,10481,102.7,449.17
Schuyler County,IL,7330,7544,-2.8,4.9,20.3,19.7,47.3,95.4,3.5,0.2,0.4,0,0.6,1.8,93.9,841,1.1,88.9,18.6,3435,5.2,81,76600,0,3056,2.31,89.1,1.8,25.2,48138,23656,15.9,0,0,0,530,7647,17.3,437.27
Madison County,MT,7820,7691,1.7,3.8,15.7,26.3,47.5,96.8,0.5,0.6,0.4,0,1.7,2.9,94.3,798,2.3,94.8,32.7,6916,16.7,76.1,239600,4,3542,2.1,86.1,2.3,21.7,47762,33062,8.7,149,0,0,489,6628,2.1,3587.48
Delta County,MI,36559,37069,-1.4,5.1,20.3,21.4,50.4,94.6,0.3,2.5,0.4,0,2.2,1.1,93.7,4361,1.2,91.4,18.2,20193,10.2,79.3,100200,47,15885,2.29,89.7,2.3,18,42676,22471,16.4,464,7125,0,4598,12298,31.7,1171.1
Hunt County,TX,88493,86129,2.7,6.2,23.9,15.4,50.6,87,8.4,1.1,1.4,0.2,1.9,14.9,73.4,8001,6.6,81.8,16.6,36909,16,69.8,93500,66,30756,2.73,81.6,13.2,28.8,44858,22341,19.9,0,31344,2634,9312,11302,102.5,840.32
Fulton County,IL,36007,37069,-2.9,5.1,20.2,18.9,47.8,94.2,3.9,0.6,0.4,0,0.9,2.7,92.2,3195,1.7,86.4,14.5,16180,10.9,75.5,80600,44,14610,2.37,87.6,3.2,27,45130,22318,13.3,293,0,0,2888,7843,42.8,865.6
Brunswick County,VA,16498,17434,-5.4,4.2,17.7,19.2,47.6,43,55.1,0.3,0.4,0.1,1.1,2.1,41.5,887,1.5,71.3,12.2,8164,3.8,72.2,105600,0,5826,2.55,91,3,29.6,36293,16060,24,87,965,420,745,4203,30.8,566.17
Washington County,KY,11959,11717,2.1,6,23,17.2,51.2,91.6,6.3,0.2,0.5,0,1.4,3.8,88,701,1.8,80.6,15.6,5093,6.9,82.9,107300,21,4480,2.54,87.8,3.4,27.8,40845,19837,14.2,63,2590,676,632,5490,39.4,297.27
Clear Creek County,CO,9187,9088,1.1,3.8,15.4,17.9,48,95.3,0.9,1.2,0.8,0.1,1.6,5.5,90.7,903,4,96.6,39.8,5690,10.5,81.3,268500,11,4024,2.21,88.6,4.3,32.6,67259,41716,10.2,250,0,69,731,8185,23,395.23
Llano County,TX,19510,19301,1.1,4.3,15.5,33.9,51.7,96,1.3,0.9,0.6,0,1.2,9.8,87.1,2750,2.7,86.7,25.4,14734,14.1,78,159000,202,8519,2.23,86.8,6.3,23.7,44094,33634,14.1,610,0,948,1130,6183,20.7,934.03
Twin Falls County,ID,80914,77230,4.8,7.7,27.6,14.8,50.7,94.5,0.7,1.3,1.4,0.2,1.8,15.2,80.8,5629,8.5,83.7,16.3,31772,13.8,66.8,148900,361,28166,2.72,81.6,14.4,16.6,43886,20588,15,1120,9702,4976,12591,17270,40.2,1921.21
Stoddard County,MO,29867,29968,-0.3,5.6,22.3,19,51.3,97,1.2,0.5,0.3,0,1.1,1.7,95.6,2906,0.4,79.8,13.3,13600,8.3,71.7,83800,22,12224,2.39,84.9,1.7,21.4,37965,22967,15,205,8879,1963,4360,14717,36.4,823.22
Nevada County,CA,98893,98764,0.1,4.2,17.8,23.4,50.8,93.6,0.6,1.2,1.4,0.2,3,9.2,85.6,10085,6,94.3,32.3,53080,10.1,72.6,357300,290,40991,2.38,86.2,7.7,24.6,57353,32346,12,1994,6646,0,10771,11111,103.1,957.77
Labette County,KS,20960,21607,-3,6.4,23.6,18.1,50.5,88.6,4.6,2.2,0.5,0.1,4,4.4,85.1,1628,1.1,89.7,20.4,10046,8.8,71.1,66100,5,8703,2.38,87.5,3.8,17,40916,22394,15.3,141,4102,0,2042,9305,33.5,645.3
Wilson County,NC,81401,81234,0.2,6.2,23.7,16.3,52.6,57,39.8,0.6,1.1,0.1,1.5,10.1,48.4,6104,7,78.5,17.9,35669,20,60.9,111500,182,31690,2.51,85.3,10.7,19.7,39204,20972,23.2,1128,83570,7288,10586,13816,220.6,368.17
Logan County,WV,35348,36743,-3.8,5.9,20.7,17.2,50.4,96.7,2,0.1,0.3,0,0.9,0.9,95.9,2908,0.3,76.4,9.2,16710,6.9,73.8,77600,1,14699,2.43,88.1,1.2,25.8,36999,19901,19.8,396,1249,1556,4947,13941,81,453.74
Amite County,MS,12629,13131,-3.8,5.9,21.1,21,51.4,57.9,40.9,0.2,0.1,0,0.8,1,57.3,726,0.4,74.7,11.6,6632,1.9,85.3,70300,1,5212,2.49,94.3,1.3,35.8,30750,16977,25.7,13,0,178,363,2727,18,730.1
Defiance County,OH,38510,39037,-1.3,5.8,23.5,16.8,50.6,95.5,2.2,0.4,0.4,0,1.4,9.6,86.7,3211,1.8,88.4,16.5,16711,11.5,75.8,106100,22,15203,2.51,86.8,5.6,19.8,47593,22739,13.9,412,10484,0,5594,14543,94.9,411.46
Seneca County,OH,55669,56745,-1.9,5.1,22.3,16.3,50,94.6,2.6,0.3,0.7,0,1.8,4.8,90.4,4720,1.2,89.4,15.3,23932,14.2,72.4,97900,27,21651,2.47,85.6,2.7,20,43764,22075,15.5,465,14088,0,4588,8087,103,551.02
Uinta County,WY,20904,21118,-1,7.6,29.8,11,49.6,95.4,0.9,1.2,0.5,0.2,1.8,9.2,87.3,1359,3.4,89.2,18.9,8773,15.5,72.7,181700,40,7290,2.85,81.8,6.6,20.4,58515,25513,13.3,354,0,1593,4139,20626,10.1,2081.26
Phillips County,KS,5533,5642,-1.9,6.5,23.5,21.4,50.7,97,0.5,0.5,0.8,0,1.2,3,94.4,390,0.9,91.8,18.3,3051,6.4,77.8,64400,18,2388,2.29,92.7,1.5,13.8,43059,23772,10,36,0,339,466,8776,6.4,885.88
Jackson County,WV,29126,29211,-0.3,5.4,21.8,19,50.7,97.9,0.5,0.3,0.4,0,1,0.8,97.2,2839,0.4,84.6,15.8,13262,9.6,77.7,101800,2,11459,2.53,88.4,1.1,30,40376,22527,19,318,12966,773,3251,11504,62.9,464.35
Auglaize County,OH,45841,45949,-0.2,6.1,24.3,17,50.4,97.7,0.5,0.2,0.5,0,1,1.5,96.4,3550,1,91.4,17.1,19640,12.7,74.6,129400,74,18241,2.49,88.5,2.5,20.3,52239,25323,8.8,429,25506,0,4937,10616,114.5,401.39
Jefferson County,IN,32494,32428,0.2,5.4,21.3,16.3,51.8,95.6,2,0.3,0.8,0,1.4,2.5,93.4,2668,2,83.9,17.8,14320,13.8,72.6,111500,29,12668,2.38,85.5,3.4,22,43795,21524,13.6,431,14769,0,3827,11801,89.9,360.63
Cumberland County,KY,6745,6856,-1.6,5.6,21.4,20.7,51.2,95.5,2.8,0.1,0.2,0,1.4,1.1,94.5,470,0.5,73,13.9,3652,6,75.5,63400,0,2604,2.59,91.6,1.6,22,31593,17697,23.6,45,0,0,441,6484,22.5,305.18
Sherman County,KS,6110,6010,1.7,7,23.8,18.3,50,95.3,1,0.6,1.1,0.1,1.8,12.2,84,471,2.4,88.9,15.7,3123,16.7,54.5,74200,0,2727,2.17,83,7.9,12.4,38634,21476,16.8,110,0,1190,1106,18781,5.7,1056.07
Shawnee County,KS,178406,177934,0.3,6.7,24.3,16.1,51.5,84.4,8.8,1.4,1.4,0.1,3.9,11.6,74.8,16162,4.6,90.3,28.6,79466,21.6,64.4,120300,243,72584,2.4,83,8.4,17.9,48451,26057,16.7,0,0,9152,23101,13295,327.1,544.02
Richland County,WI,17662,18021,-2,5.4,22.3,19.5,49.7,97.4,0.6,0.4,0.6,0,0.9,2.4,95.2,1366,1.8,88.9,15,8881,13.4,75.1,124000,24,7343,2.39,89,5,23,45271,22778,12.8,0,6131,735,2233,12285,30.7,586.15
Bonneville County,ID,108623,104234,4.1,8.9,31.3,12.1,50.4,94.9,0.7,1.1,1,0.1,2.1,12.5,83.8,6919,5.6,90.5,26,40718,18.8,73,154700,398,36066,2.9,84.8,10.5,19.2,50872,22657,11.4,1534,0,18816,18714,19405,55.9,1866.08
Scott County,AR,10693,11233,-4.8,5.7,23.6,18.7,49.6,91.1,0.7,2.3,3.8,0,2.1,7.6,84.3,961,4.8,77,11.6,5183,8.3,73,82100,42,4324,2.55,85.6,9.4,23,37448,18934,20,30,2030,91,486,4308,12.6,892.32
Woodward County,OK,21529,20081,7.2,7.5,25.8,13.9,47,91.2,2.1,3.4,0.9,0.1,2.5,12.1,80.7,1339,3.8,85.3,17.8,8927,10.7,71.8,104300,23,7382,2.63,86.1,6.1,18.3,51867,24922,15.2,342,0,1406,3374,17219,16.2,1242.4
Bacon County,GA,11281,11096,1.7,6.9,26,14.1,50.8,81,16.5,0.4,0.5,0.2,1.4,8,74.1,502,5.2,72.2,12.1,4739,6.8,67.5,77000,0,4036,2.66,85.9,8.6,24.2,33757,18558,19,59,1654,1207,686,6495,42.9,258.58
Poweshiek County,IA,18668,18914,-1.3,5.2,20.4,19.2,51.1,94.8,1.4,0.3,1.8,0.1,1.5,3,92.2,1296,3.1,92.6,24.1,8953,15,72.9,117600,123,7488,2.28,83.2,4.6,17,50349,25318,12.8,170,4621,1180,2413,12932,32.3,584.93
Dunn County,WI,44305,43857,1,5.1,20,14.7,49.6,94.7,0.7,0.5,2.9,0,1.2,1.8,93.1,2907,1.8,91.9,24.7,18077,21,68.1,156200,68,16222,2.5,78.1,4.1,21.9,48893,22499,15.7,425,16134,0,3818,8972,51.6,850.11
Chowan County,NC,14572,14793,-1.5,5.4,21.1,22.4,52.4,63.2,34.2,0.5,0.7,0.2,1.2,3.2,60.8,1221,4.4,79.7,20.1,7260,10.3,66.4,129100,17,5945,2.42,84,4.1,26.6,34420,19240,29,195,3416,385,1361,9235,85.8,172.47
Polk County,WI,43437,44205,-1.7,5.1,21.8,18.5,49.5,96.8,0.4,1.1,0.5,0,1.2,1.7,95.4,3641,1.4,91.7,19.3,24279,9.7,78.2,159100,83,18266,2.38,90.2,3,29.1,48538,25751,10.8,418,9585,1342,4231,9580,48.4,913.96
Avery County,NC,17773,17797,-0.1,3.9,16.1,20.3,45.5,93.6,4.4,0.5,0.6,0,0.8,4.7,89.2,1417,3.4,81.5,20.4,14027,16.5,76.1,140800,44,7122,2.17,83.3,6,22.1,36969,21598,18,335,0,415,1976,11084,72,247.09
Delta County,CO,29870,30952,-3.5,5.1,20.9,23.5,50.1,95.2,0.7,1.3,0.8,0.1,1.8,14.7,82.2,3493,4.5,87.8,18.3,14485,5.7,75.7,191200,47,12671,2.33,85.6,9.8,24.8,42078,24771,15.5,269,1413,608,3128,10353,27.1,1142.05
Lancaster County,VA,11044,11391,-3.1,3.8,15,35.2,53.3,69.9,28,0.2,0.7,0,1.1,1.6,68.7,1460,1.8,87.9,28.3,7591,6.7,79.2,233400,32,5182,2.14,90.3,3.7,26,49248,30737,11.7,159,0,492,1666,14500,85.5,133.25
Muscogee County,GA,200887,189885,5.4,7.6,24.3,12,50.8,47.9,46.1,0.5,2.5,0.2,2.8,7.5,42.4,20679,5.4,85.4,22.6,83846,29.8,52.6,133300,585,72243,2.53,74.6,9.1,19,41339,22856,19.6,4281,21113,11736,28892,15482,877.5,216.39
Putnam County,GA,21192,21218,-0.1,5.9,21.3,21.5,51.5,70.4,27.3,0.4,0.6,0.3,0.9,6.6,65,2025,4.7,84.5,18.7,12735,5.1,77.1,140600,35,8457,2.49,89.6,8,28.2,44764,26321,14,198,3161,755,2041,10073,61.6,344.64
Keokuk County,IA,10231,10511,-2.7,6.3,23.2,20.1,49.8,98.3,0.5,0.2,0.2,0,0.8,1.6,96.8,788,0.5,88.2,13.4,4886,8.3,80.6,75700,0,4354,2.36,89.8,1.8,24,42167,22243,13.2,0,0,1223,668,6236,18.1,579.18
Sumner County,TN,172706,160645,7.5,6,24.3,14.6,51.2,89.5,7.1,0.4,1.4,0.1,1.7,4.4,85.7,12953,3.7,87.1,23.7,68062,14.3,72.9,176600,869,60835,2.67,84.3,5.8,27.5,55509,27795,10.4,1554,17414,16348,13001,8521,303.4,529.45
Dawson County,MT,9518,8966,6.2,6.5,22.3,16.8,48.6,94.9,0.5,2.1,0.4,0.1,2,2.7,92.8,825,1,89.3,18.1,4359,16.1,70.3,122200,30,3885,2.21,84,1.4,18.3,50405,26126,16,212,0,1075,1182,13784,3.8,2371.87
Greene County,NC,21093,21362,-1.3,5.8,21.5,14.8,45.8,59.2,36.6,2.2,0.5,0.2,1.2,14.7,47.7,1485,8.2,76,11.6,8125,4.2,69.6,88500,70,7104,2.71,85.7,15.3,23.5,40853,18441,23.3,63,0,159,978,4731,80.3,265.93
Clearwater County,ID,8562,8761,-2.3,4,16.3,25.4,45.2,94.4,0.5,2.2,0.6,0.1,2.1,3.6,91.3,1041,2,84.9,15.5,4479,7.3,80.1,138300,19,3545,2.19,84.9,4.8,22.8,40134,20256,12.5,0,0,136,698,8489,3.6,2457.27
Eastland County,TX,18176,18583,-2.2,5.5,21.4,21.1,50.8,94.6,2.5,1.1,0.6,0.1,1.2,16,79.6,1657,4,82,16,10251,7.7,75.1,61200,0,6872,2.55,87.8,10.7,21.2,34914,21125,19,176,1354,1807,2596,14170,20.1,926.49
Cherokee County,AL,26037,25989,0.2,4.8,20.4,20.9,50.2,93,4.6,0.5,0.3,0,1.6,1.5,91.6,2174,0.7,78.3,12.8,16241,4.6,76.1,99400,2,11656,2.2,90.6,1.1,26.9,34907,22030,21.2,139,3074,622,1863,7613,46.9,553.7
Fayette County,TX,24833,24554,1.1,5,20.9,23.8,50.8,90.4,6.9,1.2,0.4,0.1,1.1,19.9,72.2,2071,7.9,80.2,16.8,13869,5.6,76.4,130300,6,9999,2.41,92.1,18.1,23,48015,27032,11.6,319,2778,1587,2620,11611,25.8,950.01
Wapello County,IA,35212,35625,-1.2,6,22.4,17,50.6,94.4,2.2,0.8,0.9,0.2,1.3,10,85.4,2638,6.8,84.6,16.2,16019,14.4,72.8,78800,22,14534,2.38,84.9,10.5,17.4,41425,22699,19.1,415,18403,0,5007,14167,82.5,431.83
Bastrop County,TX,78069,74171,5.3,6.1,25.5,13.7,49.1,87.1,8,1.7,1,0.1,2,35,55,6672,11.2,80.4,16.3,29592,4.9,78.2,117700,167,25432,2.85,87.2,26.6,34.2,51750,23342,16.5,1151,2386,516,6846,9485,83.5,888.15
Larue County,KY,14180,14193,-0.1,5.3,22.4,17,50.5,94.6,3.2,0.3,0.2,0.1,1.6,3.1,91.7,1170,1.1,80.2,11.1,6277,7.9,76.3,101000,43,5221,2.66,89.6,3,25.4,39753,19611,16.9,58,900,198,491,3621,54.3,261.52
Crook County,WY,7248,7083,2.3,6.6,23.5,18,49.5,96.3,1.1,0.9,0.4,0,1.3,2.6,94.1,538,0.3,93.1,20.9,3575,4.5,77.4,172200,5,3010,2.34,89.3,1.3,23.7,53237,28212,6.7,61,0,141,563,8842,2.5,2854.41
Wyandot County,OH,22353,22615,-1.2,6,23.4,17.9,50.7,97.6,0.4,0.3,0.7,0,1.1,2.7,95.2,1619,0.9,89.6,12,9874,14.1,71.2,103500,16,9284,2.39,86.5,3.5,22.5,44448,22382,11.1,218,7911,2106,1902,8460,55.6,406.87
Clay County,FL,199798,190865,4.7,5.5,24.2,14.2,50.8,82.4,10.9,0.5,3.2,0.2,2.9,9.2,74.8,26014,6.6,90.2,24,77439,11.8,76.6,158600,915,67805,2.82,85.3,9.8,32.1,59482,26577,9.8,2137,0,3943,20057,10997,315.8,604.36
Cameron County,TX,420392,406220,3.5,8.7,31.6,12.4,51.7,97.2,0.9,0.6,0.8,0.1,0.5,88.7,9.9,16018,24.6,63.7,15.4,146182,21.7,67.2,78300,1417,117836,3.46,89.2,73.1,20,33179,14710,34.8,5030,0,15166,39117,10221,456,890.92
Pendleton County,KY,14493,14877,-2.6,5.7,22.5,14.5,49.6,97.9,0.6,0.3,0.2,0,0.9,1.2,96.9,896,0.1,83.8,12.4,6312,6.9,76.1,105000,0,5357,2.71,92.5,1.1,38.8,45480,23122,15.6,44,0,0,472,3152,53.7,277.16
Fisher County,TX,3831,3974,-3.6,4.4,20.7,23.1,50.4,92.8,3.8,1,0.4,0,1.8,27.9,67.1,293,2.1,80.8,15.2,2205,6.2,71.1,62200,0,1518,2.54,90.6,17.8,20.9,42125,22709,17.1,0,0,0,120,3040,4.4,898.94
Highland County,VA,2248,2321,-3.1,3.2,13.3,29.4,50.3,98.2,0.8,0.3,0.4,0,0.2,1.5,97.2,272,0.3,78.9,20.9,1856,1.3,86.3,171700,12,1006,2.26,92,0.5,22.4,49625,26372,10.2,0,0,0,88,3700,5.6,415.16
Wabaunsee County,KS,7022,7053,-0.4,7.5,25,17.5,49.3,96.1,0.8,0.7,0.3,0,2.2,3.4,93.2,590,0.7,95.4,20.6,3254,2.6,84.3,112200,14,2693,2.58,92.3,1.4,25.9,54694,24199,6.4,0,0,134,267,3920,8.9,794.3
Upshur County,WV,24731,24254,2,5.6,20.6,18.2,50.4,97.4,0.9,0.2,0.5,0,1,1.2,96.3,1966,0.7,82.8,15.4,11165,6.4,77.2,100500,100,9011,2.55,86.9,0.9,25.9,39381,19498,18.4,245,2647,1793,2971,12617,68.4,354.64
Walker County,TX,69789,67861,2.8,4.2,15.6,11.4,41.2,73.4,23.1,0.8,1.2,0.1,1.4,17.8,57.1,5028,7.3,81.7,17.9,24937,26,57,109900,222,20558,2.26,80.9,15.7,24,37617,16330,26,738,0,0,6263,9835,86.5,784.17
Portage County,WI,70482,70019,0.7,5,19.7,14.6,49.8,94.6,0.8,0.5,2.9,0,1.3,3,91.9,4757,2.8,92.1,27.5,30363,22.8,68.6,145600,122,27975,2.38,81.2,6.2,18.9,50996,24972,13.7,970,14495,0,9378,13685,87.4,800.68
Loudon County,TN,50771,48556,4.6,5.3,19.8,24.5,51.1,95.7,1.6,0.5,0.8,0.2,1.2,7.9,88.6,5244,5.6,84.7,25.2,22245,8.4,76.8,177600,206,19543,2.49,88.6,7.4,25.7,51074,27045,16.1,508,15023,3605,4356,9607,211.8,229.22
Jefferson County,OK,6292,6472,-2.8,6.5,24.2,19.5,49.5,86.9,1.1,7,0.4,0,4.6,9.6,78.4,470,2.6,81.5,11.2,3390,6.9,75.2,59500,8,2456,2.56,82.6,6.2,25.1,34701,19042,20.7,0,0,0,348,5590,8.5,758.83
Jones County,IA,20454,20638,-0.9,5.2,21.8,18.5,48.1,96.2,2.3,0.3,0.6,0,0.7,1.6,94.7,1948,1,91.4,17.2,8907,12.2,80.2,122100,15,8063,2.38,87.9,2.8,24.3,55041,26762,8.3,97,1807,1446,2576,12629,35.9,575.62
Jasper County,GA,13432,13900,-3.4,6,24,15.5,51.3,76,21.5,0.6,0.3,0,1.7,4.2,72.5,872,3.1,83.6,13.3,6230,2.1,76.1,120200,53,5132,2.66,84.3,5.4,36.2,42192,21297,21.7,34,1874,0,333,2442,37.8,368.17
Daviess County,KY,98275,96656,1.7,6.6,24.3,16,51.5,91.9,5,0.1,0.9,0.1,1.9,2.8,89.5,7461,1.9,88,18.8,42541,17.6,70.2,110500,320,37677,2.51,85.9,3.4,18.1,46555,22963,15.2,1474,29199,8180,12829,13652,210.9,458.35
Sangamon County,IL,198997,197465,0.8,6,23,15.5,52,83.2,12.4,0.2,1.9,0,2.3,2.2,81.4,15997,3.5,92,32.5,90538,19.1,70,126200,431,82807,2.35,84.4,5.2,18.9,55449,29974,14.2,3668,0,18412,28626,14768,227.4,868.3
Humboldt County,NV,17279,16528,4.6,7.8,27.3,10.6,47.8,90,1.2,5,0.9,0.3,2.6,26.1,66.5,1334,12.6,82.9,12.6,7275,9.2,70.7,147400,20,6314,2.63,82.3,19.2,31.1,59472,26515,12.3,520,0,714,3335,18936,1.7,9640.76
Grant Parish,LA,22384,22309,0.3,5.7,21.7,13.8,43.9,80.6,16,1.1,0.5,0,1.8,4.7,76.6,1748,2.8,78.8,10.2,9031,2.3,78,78300,41,7340,2.6,89.1,5.6,32.5,39654,19018,17.3,0,0,0,746,3778,34.7,643.03
Randolph County,NC,142778,141752,0.7,5.8,23.6,16.1,50.6,89.8,6.3,1,1.2,0.1,1.5,11.1,80.1,10305,6.8,78,13.8,61242,9.7,73.8,121900,184,54350,2.59,89.8,10.6,23.2,41208,20523,17.8,1313,43977,7463,11567,8303,181.1,782.52
Gem County,ID,16866,16719,0.9,5.7,23.6,21.4,50.3,95,0.2,0.9,1.4,0.1,2.4,8.2,87.6,1656,4.4,86.3,15.8,7100,8.3,74.6,150400,37,6323,2.62,82.8,8.4,30.1,44432,20250,18.2,92,0,135,1138,6914,29.8,560.9
Madison County,AR,15740,15717,0.1,6.2,23.5,17.5,49.9,95.2,0.4,1.7,0.8,0.4,1.6,5.4,90.4,1279,2.3,76.6,10.3,7485,3.1,76.5,92800,0,6048,2.58,88.3,4.7,29.6,35771,18754,22.6,32,0,0,1146,7381,18.8,834.26
Taylor County,WV,17069,16895,1,5.4,20.5,17.8,49.3,97.1,1.1,0.3,0.4,0,1.1,0.9,96.3,1656,0.1,85.6,15.5,7510,9.2,77.6,89900,3,6878,2.38,91.8,1.5,28.6,39536,20848,19.3,0,0,0,917,5662,97.8,172.77
Greene County,NY,47967,49221,-2.5,4.4,17.2,20,47.9,90.4,6.5,0.4,0.9,0,1.8,5.5,86,4539,5.7,86.4,20.1,29278,14.5,74.3,183300,100,18365,2.47,91.4,7.5,26.3,49655,25700,15.1,906,5910,2322,6229,12670,76.1,647.16
Cheatham County,TN,39764,39105,1.7,5.6,23.6,13.2,50.2,95.7,1.9,0.4,0.5,0.1,1.4,2.7,93.3,2762,1.7,83.2,18.9,15794,7.2,81,152900,107,14421,2.7,89.4,2.7,32.6,52446,23459,13.8,232,7548,337,2387,6100,129.3,302.44
Coffey County,KS,8433,8601,-2,4.7,22.4,19.3,50.3,96.3,0.8,0.8,0.6,0,1.5,2.8,93.8,708,0.9,92.1,19.9,4003,6.5,76.5,98200,21,3501,2.39,85.2,1.4,20.3,51793,27627,9.1,48,0,523,1029,12228,13.7,626.95
McHenry County,IL,307283,308760,-0.5,5.5,25,12.1,50.1,93.8,1.4,0.5,2.8,0.1,1.4,12.4,82.2,17482,9.4,92.1,32.4,117051,11.5,82.3,220500,558,108852,2.82,91.3,14.3,33.7,76145,32341,7.7,3655,52912,23911,35785,11372,511.9,603.17
Crawford County,KS,39290,39134,0.4,6.2,21.9,14.8,49.9,92,2.3,1.1,1.7,0.3,2.6,5.1,87.7,2511,3.4,90.2,27.2,17886,14.7,60.9,83800,135,15370,2.42,79.6,5.6,16.4,37378,20974,20.6,518,7572,0,3953,10204,66.4,589.76
Doa Ana County,NM,213676,209233,2.1,7.2,25.4,14.2,50.8,92.1,2.2,2.3,1.3,0.2,1.8,66.8,28.8,16154,17.1,77.5,26.6,84221,17.2,65.4,139100,617,73797,2.79,82.4,51,19.8,37933,19565,27,2387,9318,4482,19255,9715,55,3807.51
Allen County,KS,12909,13371,-3.5,6,23.3,19,51.1,93.7,2.2,0.9,0.5,0,2.5,3.3,91.1,1218,1.3,88.6,16.1,6262,9.3,74.9,63300,13,5505,2.35,85.8,1,15.4,40554,20552,17,124,4347,371,1216,9077,26.7,500.3
Leake County,MS,23193,23805,-2.6,6.7,28,14.4,47.9,50,41.9,6.7,0.3,0,0.9,4.2,47.7,1334,2.5,74.9,10.7,9419,4.8,75.5,73800,0,8069,2.77,88.3,6.1,32.4,32521,16780,27.7,130,0,226,1804,7927,40.8,583
Asotin County,WA,22189,21623,2.6,5.4,21,20.9,51.8,94.4,0.6,1.6,0.9,0.2,2.4,3.6,91.3,2195,1.5,89.6,17.8,9843,17.2,67.5,173600,35,9058,2.37,83.8,3.8,16.2,43175,24659,13.6,229,0,0,2088,9867,34,636.21
Whatcom County,WA,208351,201140,3.6,5.5,20.2,15.4,50.4,87.3,1.2,3.2,4.3,0.3,3.7,8.9,79.9,14744,11.4,90.9,31.9,92466,25,63,277000,1007,79314,2.5,83.4,12.5,20.9,51939,26530,16.4,4079,118096,13736,25560,13254,95.5,2106.86
Gaines County,TX,19425,17526,10.8,9.9,35.1,9.3,49.4,94.9,2.2,1.1,0.5,0,1.3,39.5,57.4,472,19.2,59.3,11.9,6356,5.2,76.9,93000,15,5437,3.29,85.2,49,16.7,52910,21572,16.8,95,0,1692,825,5575,11.7,1502.38
Somervell County,TX,8694,8490,2.4,5.1,23.5,18.1,50.7,94.2,1.2,1.3,1,0,2.3,19.4,76.8,774,7.4,84.4,29,3714,5.4,73.8,139900,18,3193,2.58,82,16.4,26.4,55269,28134,9.3,231,0,148,551,7164,45.5,186.46
Caldwell County,TX,39810,38066,4.6,5.7,24.2,13.3,49.6,88.9,7,1.5,1,0.1,1.5,49.8,42,2646,5.4,79,15.7,13834,12.6,66.6,104000,98,11593,3.02,81.5,29.3,31.4,44152,19673,18.7,281,897,264,2982,8143,69.8,545.26
Houghton County,MI,36495,36628,-0.4,5.3,20.6,16.1,45.8,93.7,0.9,0.7,3.2,0,1.5,1.4,92.5,2979,4.7,91,28.9,18621,16.4,69.6,88400,34,14029,2.43,83,7,14.7,35430,19783,23,464,0,0,3354,9599,36.3,1009.1
Wake County,NC,998691,900993,10.8,6.5,25,10,51.3,69,21.3,0.8,6.4,0.1,2.3,10,61,54713,12.8,91.6,48,402020,26.6,65.2,229000,10125,348627,2.6,83.3,16.6,23.7,66006,33166,11,17266,140916,113343,125981,15147,1078.8,835.22
Grant County,IN,68569,70061,-2.1,5.5,20.8,17.7,52.2,89.1,7.3,0.4,0.8,0,2.4,4,85.6,5887,1.5,85.7,16.8,30288,14.6,69.7,80100,68,26981,2.39,85.6,2.9,18.9,39747,20516,18.6,880,16701,0,7658,11121,169.2,414.07
Rusk County,WI,14333,14755,-2.9,5.3,21.1,22.1,49.8,97.3,0.6,0.6,0.4,0,1.1,1.7,95.8,1324,1.5,86.6,14.3,8994,6.6,76.7,106800,52,6430,2.23,87.4,3.2,21.7,38658,21004,18.7,0,3012,124,1983,13756,16.2,913.59
Marion County,AL,30271,30776,-1.6,5.4,21.2,20.1,50.4,93.9,4.2,0.3,0.3,0.1,1.2,2.5,91.7,2287,1,74.6,9.5,14704,9.6,75.9,78700,0,12700,2.34,86.6,2.5,24,32888,19576,20.9,190,7944,1625,2099,7116,41.5,742.29
Knox County,OH,61167,60921,0.4,6.2,23.3,16.3,51,96.8,1,0.2,0.7,0,1.3,1.4,95.5,4489,1.6,88.1,21.2,25438,13.9,71.4,133500,119,22583,2.54,84.5,5.7,26.4,49750,23878,14.2,530,19139,1308,5418,9189,115.9,525.49
Oneida County,NY,232871,234878,-0.9,5.8,21.3,17.5,50.2,87,6.8,0.3,3.7,0.1,2.1,5.3,83,19680,7.4,86.6,22.4,103964,30.9,67.2,110500,158,91075,2.42,85.8,11.9,19.5,48729,25103,15.9,2604,32517,9393,27510,11912,193.7,1212.43
