County,State,Ben Carson.Number of Votes,Ben Carson.Party,Ben Carson.Percent of Votes,Bernie Sanders.Number of Votes,Bernie Sanders.Party,Bernie Sanders.Percent of Votes,Carly Fiorina.Number of Votes,Carly Fiorina.Party,Carly Fiorina.Percent of Votes,Chris Christie.Number of Votes,Chris Christie.Party,Chris Christie.Percent of Votes,Donald Trump.Number of Votes,Donald Trump.Party,Donald Trump.Percent of Votes,Hillary Clinton.Number of Votes,Hillary Clinton.Party,Hillary Clinton.Percent of Votes,Jeb Bush.Number of Votes,Jeb Bush.Party,Jeb Bush.Percent of Votes,John Kasich.Number of Votes,John Kasich.Party,John Kasich.Percent of Votes,Marco Rubio.Number of Votes,Marco Rubio.Party,Marco Rubio.Percent of Votes,Martin O'Malley.Number of Votes,Martin O'Malley.Party,Martin O'Malley.Percent of Votes,Mike Huckabee.Number of Votes,Mike Huckabee.Party,Mike Huckabee.Percent of Votes,Rand Paul.Number of Votes,Rand Paul.Party,Rand Paul.Percent of Votes,Rick Santorum.Number of Votes,Rick Santorum.Party,Rick Santorum.Percent of Votes,Ted Cruz.Number of Votes,Ted Cruz.Party,Ted Cruz.Percent of Votes,No Preference.Number of Votes,No Preference.Party,No Preference.Percent of Votes,Uncommitted.Number of Votes,Uncommitted.Party,Uncommitted.Percent of Votes
Okaloosa,Florida,0,Republican,0,3782,Democrat,43.1,0,Republican,0,0,Republican,0,17770,Republican,45.1,4559,Democrat,52,0,Republican,0,3187,Republican,8.1,8836,Republican,22.4,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,8201,Republican,20.8,0,,0,0,,0
Prospect,Maine,0,Republican,0,1,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Lawrence,Indiana,0,Republican,0,1648,Democrat,60.8,0,Republican,0,0,Republican,0,5971,Republican,60.1,1062,Democrat,39.2,0,Republican,0,507,Republican,5.1,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3132,Republican,31.5,0,,0,0,,0
Schuyler,Illinois,0,Republican,0,293,Democrat,43.3,0,Republican,0,0,Republican,0,697,Republican,44.4,368,Democrat,54.4,0,Republican,0,212,Republican,13.5,113,Republican,7.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,486,Republican,31,0,,0,0,,0
Limerick,Maine,0,Republican,0,5,Democrat,83.3,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,16.7,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Ashland,Massachusetts,45,Republican,2.5,1401,Democrat,45.4,0,Republican,0,0,Republican,0,808,Republican,44.8,1664,Democrat,53.9,0,Republican,0,400,Republican,22.2,365,Republican,20.3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,140,Republican,7.8,15,,0.5,0,,0
Camden,Maine,0,Republican,0,15,Democrat,65.2,0,Republican,0,0,Republican,0,0,Republican,0,8,Democrat,34.8,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Madison,Montana,0,Republican,0,360,Democrat,51.6,0,Republican,0,0,Republican,0,1412,Republican,71.5,311,Democrat,44.6,0,Republican,0,194,Republican,9.8,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,168,Republican,8.5,0,,0,0,,0
Woolwich,Maine,0,Republican,0,6,Democrat,66.7,0,Republican,0,0,Republican,0,0,Republican,0,3,Democrat,33.3,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Delta,Michigan,0,Republican,0,1705,Democrat,52.4,0,Republican,0,0,Republican,0,1954,Republican,39.6,1409,Democrat,43.3,0,Republican,0,874,Republican,17.7,434,Republican,8.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1402,Republican,28.4,0,,0,0,,0
Tyringham,Massachusetts,1,Republican,2.2,42,Democrat,33.1,0,Republican,0,0,Republican,0,21,Republican,46.7,83,Democrat,65.4,0,Republican,0,7,Republican,15.6,9,Republican,20,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,6,Republican,13.3,2,,1.6,0,,0
Hunt,Texas,604,Republican,4.2,847,Democrat,38.6,0,Republican,0,0,Republican,0,4203,Republican,29.1,1328,Democrat,60.5,0,Republican,0,352,Republican,2.4,1650,Republican,11.4,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,7249,Republican,50.1,0,,0,0,,0
Fulton,Illinois,0,Republican,0,2537,Democrat,53.3,0,Republican,0,0,Republican,0,1862,Republican,40.7,2150,Democrat,45.1,0,Republican,0,650,Republican,14.2,248,Republican,5.4,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1688,Republican,36.9,0,,0,0,,0
Brunswick,Virginia,92,Republican,8.1,152,Democrat,10.1,0,Republican,0,0,Republican,0,561,Republican,49.4,1354,Democrat,89.7,0,Republican,0,54,Republican,4.8,283,Republican,24.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,133,Republican,11.7,0,,0,0,,0
Plainfield,Massachusetts,2,Republican,3.4,153,Democrat,69.9,0,Republican,0,0,Republican,0,23,Republican,39.7,66,Democrat,30.1,0,Republican,0,12,Republican,20.7,11,Republican,19,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,10,Republican,17.2,0,,0,0,,0
Manhattan,New York,0,Republican,0,90227,Democrat,33.7,0,Republican,0,0,Republican,0,10393,Republican,41.8,177496,Democrat,66.3,0,Republican,0,11251,Republican,45.2,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3243,Republican,13,0,,0,0,,0
Thompson,Connecticut,0,Republican,0,360,Democrat,54,0,Republican,0,0,Republican,0,339,Republican,61,273,Democrat,40.9,0,Republican,0,114,Republican,20.5,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,87,Republican,15.6,0,,0,0,,0
Pownal,Maine,0,Republican,0,4,Democrat,66.7,0,Republican,0,0,Republican,0,0,Republican,0,2,Democrat,33.3,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Hopkinton,Rhode Island,0,Republican,0,549,Democrat,68.2,0,Republican,0,0,Republican,0,431,Republican,68.7,243,Democrat,30.2,0,Republican,0,99,Republican,15.8,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,89,Republican,14.2,0,,0,0,,0
Washington,Kentucky,0,Republican,0,582,Democrat,45.5,0,Republican,0,0,Republican,0,201,Republican,33.4,601,Democrat,47,0,Republican,0,56,Republican,9.3,115,Republican,19.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,209,Republican,34.8,0,,0,0,,0
Richmond,Massachusetts,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Clear Creek,Colorado,0,Republican,0,199,Democrat,55.3,0,Republican,0,0,Republican,0,0,Republican,0,159,Democrat,44.2,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Brunswick,Maine,0,Republican,0,44,Democrat,56.4,0,Republican,0,0,Republican,0,0,Republican,0,34,Democrat,43.6,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Llano,Texas,219,Republican,3.7,267,Democrat,33.6,0,Republican,0,0,Republican,0,1997,Republican,33.8,512,Democrat,64.5,0,Republican,0,249,Republican,4.2,1041,Republican,17.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,2161,Republican,36.6,0,,0,0,,0
Stockholm,Maine,0,Republican,0,1,Democrat,100,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Twin Falls,Idaho,0,Republican,0,522,Democrat,72.2,0,Republican,0,0,Republican,0,2757,Republican,28.6,201,Democrat,27.8,0,Republican,0,661,Republican,6.9,1202,Republican,12.5,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,4717,Republican,49,0,,0,0,,0
Stoddard,Missouri,0,Republican,0,489,Democrat,41.1,0,Republican,0,0,Republican,0,3024,Republican,52,674,Democrat,56.6,0,Republican,0,309,Republican,5.3,226,Republican,3.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,2141,Republican,36.8,0,,0,0,,0
Portland,Maine,0,Republican,0,190,Democrat,68.8,0,Republican,0,0,Republican,0,0,Republican,0,86,Democrat,31.2,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Orange,Connecticut,0,Republican,0,529,Democrat,43.2,0,Republican,0,0,Republican,0,763,Republican,60.1,680,Democrat,55.5,0,Republican,0,340,Republican,26.8,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,141,Republican,11.1,0,,0,0,,0
Nevada,California,0,Republican,0,8472,Democrat,59.8,0,Republican,0,0,Republican,0,7628,Republican,80.5,5591,Democrat,39.5,0,Republican,0,889,Republican,9.4,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,548,Republican,5.8,0,,0,0,,0
Wilson,North Carolina,0,Republican,0,2935,Democrat,29.4,0,Republican,0,0,Republican,0,3140,Republican,41,6408,Democrat,64.2,0,Republican,0,559,Republican,7.3,414,Republican,5.4,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3383,Republican,44.1,0,,0,0,,0
Logan,West Virginia,0,Republican,0,3201,Democrat,50.5,0,Republican,0,0,Republican,0,1665,Republican,89.6,1491,Democrat,23.5,0,Republican,0,34,Republican,1.8,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,93,Republican,5,0,,0,0,,0
Amite,Mississippi,0,Republican,0,127,Democrat,9.3,0,Republican,0,0,Republican,0,1178,Republican,52,1212,Democrat,89,0,Republican,0,129,Republican,5.7,70,Republican,3.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,848,Republican,37.4,0,,0,0,,0
Defiance,Ohio,0,Republican,0,1435,Democrat,48.2,0,Republican,0,0,Republican,0,2595,Republican,30.9,1507,Democrat,50.6,0,Republican,0,3956,Republican,47.1,256,Republican,3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1402,Republican,16.7,0,,0,0,,0
Seneca,Ohio,0,Republican,0,2064,Democrat,49.2,0,Republican,0,0,Republican,0,3403,Republican,33.4,2081,Democrat,49.6,0,Republican,0,4596,Republican,45.2,302,Republican,3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1507,Republican,14.8,0,,0,0,,0
Uinta,Wyoming,0,Republican,0,5,Democrat,55.6,0,Republican,0,0,Republican,0,0,Republican,0,4,Democrat,44.4,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Jackson,West Virginia,0,Republican,0,1799,Democrat,49.9,0,Republican,0,0,Republican,0,3585,Republican,75.7,1443,Democrat,40,0,Republican,0,354,Republican,7.5,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,438,Republican,9.2,0,,0,0,,0
Ludlow,Vermont,15,Republican,5.7,369,Democrat,82,0,Republican,0,0,Republican,0,93,Republican,35.4,80,Democrat,17.8,0,Republican,0,67,Republican,25.5,55,Republican,20.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,25,Republican,9.5,0,,0,0,,0
Auglaize,Ohio,0,Republican,0,952,Democrat,47.1,0,Republican,0,0,Republican,0,4284,Republican,37.5,1031,Democrat,51,0,Republican,0,4998,Republican,43.8,204,Republican,1.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1767,Republican,15.5,0,,0,0,,0
Jefferson,Indiana,0,Republican,0,1465,Democrat,47.1,0,Republican,0,0,Republican,0,3077,Republican,59.4,1648,Democrat,52.9,0,Republican,0,367,Republican,7.1,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1584,Republican,30.6,0,,0,0,,0
Cumberland,Kentucky,0,Republican,0,87,Democrat,50,0,Republican,0,0,Republican,0,460,Republican,46.2,78,Democrat,44.8,0,Republican,0,87,Republican,8.7,173,Republican,17.4,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,246,Republican,24.7,0,,0,0,,0
Danvers,Massachusetts,85,Republican,2.2,2488,Democrat,52.9,0,Republican,0,0,Republican,0,2052,Republican,53.3,2167,Democrat,46,0,Republican,0,663,Republican,17.2,587,Republican,15.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,364,Republican,9.5,29,,0.6,0,,0
Richland,Wisconsin,0,Republican,0,1784,Democrat,58.2,0,Republican,0,0,Republican,0,1434,Republican,44.6,1276,Democrat,41.6,0,Republican,0,503,Republican,15.7,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1157,Republican,36,0,,0,0,,0
Bonneville,Idaho,0,Republican,0,822,Democrat,79.1,0,Republican,0,0,Republican,0,2702,Republican,16,217,Democrat,20.9,0,Republican,0,1070,Republican,6.3,4901,Republican,29,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,7794,Republican,46.1,0,,0,0,,0
Scott,Arkansas,93,Republican,5.5,151,Democrat,31.4,0,Republican,0,0,Republican,0,715,Republican,42.7,306,Democrat,63.6,0,Republican,0,50,Republican,3,283,Republican,16.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,484,Republican,28.9,0,,0,0,,0
Woodward,Oklahoma,206,Republican,6.3,694,Democrat,62.4,0,Republican,0,0,Republican,0,1117,Republican,34,343,Democrat,30.8,0,Republican,0,93,Republican,2.8,587,Republican,17.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1235,Republican,37.6,0,,0,0,,0
Bacon,Georgia,110,Republican,6.5,58,Democrat,32.8,0,Republican,0,0,Republican,0,904,Republican,53.8,113,Democrat,63.8,0,Republican,0,57,Republican,3.4,246,Republican,14.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,341,Republican,20.3,0,,0,0,,0
Poweshiek,Iowa,76,Republican,7.7,475,Democrat,52.8,14,Republican,1.4,14,Republican,1.4,258,Republican,26.2,424,Democrat,47.2,38,Republican,3.9,18,Republican,1.8,183,Republican,18.6,0,Democrat,0,30,Republican,3.1,63,Republican,6.4,7,Republican,0.7,282,Republican,28.7,0,,0,0,,0
Dunn,Wisconsin,0,Republican,0,4272,Democrat,63.5,0,Republican,0,0,Republican,0,3074,Republican,41.1,2421,Democrat,36,0,Republican,0,758,Republican,10.1,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3469,Republican,46.3,0,,0,0,,0
Deerfield,Massachusetts,17,Republican,3.4,984,Democrat,64.3,0,Republican,0,0,Republican,0,181,Republican,36.3,535,Democrat,35,0,Republican,0,146,Republican,29.3,94,Republican,18.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,42,Republican,8.4,9,,0.6,0,,0
Chowan,North Carolina,0,Republican,0,470,Democrat,29.8,0,Republican,0,0,Republican,0,694,Republican,43.5,974,Democrat,61.8,0,Republican,0,178,Republican,11.2,109,Republican,6.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,576,Republican,36.1,0,,0,0,,0
Polk,Wisconsin,0,Republican,0,2473,Democrat,52.7,0,Republican,0,0,Republican,0,3542,Republican,46.2,2174,Democrat,46.3,0,Republican,0,804,Republican,10.5,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3001,Republican,39.2,0,,0,0,,0
Avery,North Carolina,0,Republican,0,425,Democrat,53.9,0,Republican,0,0,Republican,0,1785,Republican,42.6,326,Democrat,41.4,0,Republican,0,417,Republican,10,296,Republican,7.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1463,Republican,34.9,0,,0,0,,0
Delta,Colorado,0,Republican,0,417,Democrat,69.6,0,Republican,0,0,Republican,0,0,Republican,0,177,Democrat,29.5,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Webster,Massachusetts,55,Republican,3.7,933,Democrat,49.9,0,Republican,0,0,Republican,0,871,Republican,58.8,886,Democrat,47.4,0,Republican,0,150,Republican,10.1,212,Republican,14.3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,157,Republican,10.6,35,,1.9,0,,0
Lancaster,Virginia,144,Republican,6.9,275,Democrat,24.8,0,Republican,0,0,Republican,0,874,Republican,41.8,823,Democrat,74.3,0,Republican,0,225,Republican,10.8,651,Republican,31.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,175,Republican,8.4,0,,0,0,,0
Muscogee,Georgia,1177,Republican,7.6,3319,Democrat,20.5,0,Republican,0,0,Republican,0,5325,Republican,34.4,12801,Democrat,79.1,0,Republican,0,1109,Republican,7.2,3424,Republican,22.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,4177,Republican,27,0,,0,0,,0
Webster Plt.,Maine,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Putnam,Georgia,246,Republican,6.1,206,Democrat,19,0,Republican,0,0,Republican,0,1983,Republican,49.2,871,Democrat,80.2,0,Republican,0,161,Republican,4,849,Republican,21,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,746,Republican,18.5,0,,0,0,,0
Keokuk,Iowa,63,Republican,9,140,Democrat,35,11,Republican,1.6,4,Republican,0.6,220,Republican,31.3,250,Democrat,62.5,13,Republican,1.9,5,Republican,0.7,116,Republican,16.5,10,Democrat,2.5,23,Republican,3.3,19,Republican,2.7,10,Republican,1.4,216,Republican,30.8,0,,0,0,,0
Sumner,Tennessee,2286,Republican,8.7,2262,Democrat,34.4,0,Republican,0,0,Republican,0,9708,Republican,36.9,4225,Democrat,64.3,0,Republican,0,1175,Republican,4.5,5161,Republican,19.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,7583,Republican,28.8,0,,0,0,,0
Milford,Massachusetts,69,Republican,2.6,2088,Democrat,48.8,0,Republican,0,0,Republican,0,1299,Republican,49.2,2118,Democrat,49.5,0,Republican,0,415,Republican,15.7,535,Republican,20.3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,250,Republican,9.5,49,,1.1,0,,0
Jeff Davis,Louisiana,0,Republican,0,418,Democrat,31.7,0,Republican,0,0,Republican,0,634,Republican,39.8,738,Democrat,56,0,Republican,0,65,Republican,4.1,202,Republican,12.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,621,Republican,39,0,,0,0,,0
Dawson,Montana,0,Republican,0,231,Democrat,47,0,Republican,0,0,Republican,0,1685,Republican,74.6,228,Democrat,46.4,0,Republican,0,153,Republican,6.8,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,158,Republican,7,0,,0,0,,0
Greene,North Carolina,0,Republican,0,822,Democrat,29.4,0,Republican,0,0,Republican,0,603,Republican,42.8,1643,Democrat,58.7,0,Republican,0,63,Republican,4.5,47,Republican,3.3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,675,Republican,47.9,0,,0,0,,0
Clearwater,Idaho,0,Republican,0,53,Democrat,58.2,0,Republican,0,0,Republican,0,629,Republican,44.9,38,Democrat,41.8,0,Republican,0,89,Republican,6.4,149,Republican,10.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,477,Republican,34.1,0,,0,0,,0
Eastland,Texas,133,Republican,3.4,122,Democrat,39.7,0,Republican,0,0,Republican,0,1048,Republican,27.1,171,Democrat,55.7,0,Republican,0,51,Republican,1.3,341,Republican,8.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,2221,Republican,57.5,0,,0,0,,0
Wallingford,Connecticut,0,Republican,0,1751,Democrat,50.8,0,Republican,0,0,Republican,0,1590,Republican,60.7,1632,Democrat,47.4,0,Republican,0,622,Republican,23.7,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,368,Republican,14.1,0,,0,0,,0
Cherryfield,Maine,0,Republican,0,2,Democrat,66.7,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,33.3,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Cherokee,Alabama,534,Republican,10,268,Democrat,24.9,0,Republican,0,0,Republican,0,2777,Republican,52.1,712,Democrat,66.1,0,Republican,0,151,Republican,2.8,810,Republican,15.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,921,Republican,17.3,0,,0,0,,0
Watertown,Massachusetts,51,Republican,2.1,4422,Democrat,50,0,Republican,0,0,Republican,0,1223,Republican,49.3,4338,Democrat,49,0,Republican,0,458,Republican,18.5,460,Republican,18.5,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,234,Republican,9.4,53,,0.6,0,,0
Fayette,Texas,195,Republican,3.1,309,Democrat,33.8,0,Republican,0,0,Republican,0,2047,Republican,32.7,584,Democrat,63.9,0,Republican,0,163,Republican,2.6,832,Republican,13.3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,2851,Republican,45.6,0,,0,0,,0
Wapello,Iowa,127,Republican,7.6,667,Democrat,44.7,10,Republican,0.6,21,Republican,1.3,592,Republican,35.5,817,Democrat,54.8,24,Republican,1.4,9,Republican,0.5,242,Republican,14.5,7,Democrat,0.5,103,Republican,6.2,50,Republican,3,2,Republican,0.1,489,Republican,29.3,0,,0,0,,0
Bastrop,Texas,569,Republican,5.3,1945,Democrat,39.7,0,Republican,0,0,Republican,0,3587,Republican,33.4,2894,Democrat,59.1,0,Republican,0,415,Republican,3.9,1550,Republican,14.4,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,4202,Republican,39.1,0,,0,0,,0
Wrentham,Massachusetts,42,Republican,2.3,901,Democrat,54.1,0,Republican,0,0,Republican,0,838,Republican,46.5,744,Democrat,44.7,0,Republican,0,332,Republican,18.4,375,Republican,20.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,174,Republican,9.7,10,,0.6,0,,0
Avon,Connecticut,0,Republican,0,771,Democrat,40.6,0,Republican,0,0,Republican,0,1027,Republican,48.6,1097,Democrat,57.8,0,Republican,0,811,Republican,38.4,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,242,Republican,11.5,0,,0,0,,0
Newbury,Massachusetts,30,Republican,2.6,860,Democrat,54.6,0,Republican,0,0,Republican,0,598,Republican,52.8,705,Democrat,44.8,0,Republican,0,129,Republican,11.4,232,Republican,20.5,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,111,Republican,9.8,6,,0.4,0,,0
Crook,Wyoming,0,Republican,0,1,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Wyandot,Ohio,0,Republican,0,647,Democrat,48.6,0,Republican,0,0,Republican,0,1720,Republican,37.5,661,Democrat,49.7,0,Republican,0,1896,Republican,41.3,108,Republican,2.4,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,781,Republican,17,0,,0,0,,0
East Machias,Maine,0,Republican,0,2,Democrat,66.7,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,33.3,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Clay,Florida,0,Republican,0,3698,Democrat,39.5,0,Republican,0,0,Republican,0,19374,Republican,50.6,5345,Democrat,57.1,0,Republican,0,1643,Republican,4.3,8471,Republican,22.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,7832,Republican,20.5,0,,0,0,,0
Lexington,Massachusetts,69,Republican,2.2,3328,Democrat,36.2,0,Republican,0,0,Republican,0,979,Republican,31.7,5809,Democrat,63.3,0,Republican,0,962,Republican,31.1,771,Republican,24.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,226,Republican,7.3,27,,0.3,0,,0
Cameron,Texas,479,Republican,3.8,8318,Democrat,27.9,0,Republican,0,0,Republican,0,4286,Republican,33.9,20326,Democrat,68.2,0,Republican,0,349,Republican,2.8,2634,Republican,20.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,4451,Republican,35.2,0,,0,0,,0
Pendleton,Kentucky,0,Republican,0,546,Democrat,51.5,0,Republican,0,0,Republican,0,271,Republican,37.8,388,Democrat,36.6,0,Republican,0,129,Republican,18,47,Republican,6.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,264,Republican,36.9,0,,0,0,,0
District 47,North Dakota,0,Republican,0,6,Democrat,66.7,0,Republican,0,0,Republican,0,0,Republican,0,2,Democrat,22.2,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
